Date,Headline,Sentiment,Impact,Source
2022-02-09,HUL major event 111,Neutral,2,Bloomberg
2022-02-16,HUL major event 112,Neutral,1,Economic Times
2022-02-23,HUL major event 113,Negative,1,Economic Times
2022-03-02,HUL major event 114,Neutral,7,Economic Times
2022-03-09,HUL major event 115,Negative,9,Bloomberg
2022-03-16,HUL major event 116,Negative,1,Economic Times
2022-03-23,HUL major event 117,Positive,4,Reuters
2022-03-30,HUL major event 118,Positive,6,Reuters
2022-04-06,HUL major event 119,Neutral,3,Bloomberg
2022-04-13,HUL major event 120,Positive,7,Moneycontrol
2022-04-20,HUL major event 121,Positive,2,Bloomberg
2022-04-27,HUL major event 122,Neutral,6,Moneycontrol
2022-05-04,HUL major event 123,Negative,9,Moneycontrol
2022-05-11,HUL major event 124,Negative,6,Reuters
2022-05-18,HUL major event 125,Negative,4,Bloomberg
2022-05-25,HUL major event 126,Positive,3,Reuters
2022-06-01,HUL major event 127,Positive,10,Economic Times
2022-06-08,HUL major event 128,Positive,7,Bloomberg
2022-06-15,HUL major event 129,Neutral,6,Reuters
2022-06-22,HUL major event 130,Negative,8,Reuters
2022-06-29,HUL major event 131,Negative,9,Bloomberg
2022-07-06,HUL major event 132,Neutral,9,Moneycontrol
2022-07-13,HUL major event 133,Positive,7,Economic Times
2022-07-20,HUL major event 134,Positive,3,Reuters
2022-07-27,HUL major event 135,Positive,8,Moneycontrol
2022-08-03,HUL major event 136,Negative,1,Bloomberg
2022-08-10,HUL major event 137,Positive,8,Economic Times
2022-08-17,HUL major event 138,Neutral,6,Economic Times
2022-08-24,HUL major event 139,Negative,2,Economic Times
2022-08-31,HUL major event 140,Positive,5,Reuters
2022-09-07,HUL major event 141,Positive,5,Economic Times
2022-09-14,HUL major event 142,Negative,4,Reuters
2022-09-21,HUL major event 143,Neutral,5,Bloomberg
2022-09-28,HUL major event 144,Positive,6,Moneycontrol
2022-10-05,HUL major event 145,Positive,5,Economic Times
2022-10-12,HUL major event 146,Negative,2,Bloomberg
2022-10-19,HUL major event 147,Neutral,5,Reuters
2022-10-26,HUL major event 148,Neutral,1,Moneycontrol
2022-11-02,HUL major event 149,Neutral,2,Economic Times
2022-11-09,HUL major event 150,Neutral,9,Bloomberg
2022-11-16,HUL major event 151,Neutral,10,Bloomberg
2022-11-23,HUL major event 152,Positive,10,Bloomberg
2022-11-30,HUL major event 153,Positive,7,Economic Times
2022-12-07,HUL major event 154,Positive,6,Economic Times
2022-12-14,HUL major event 155,Neutral,5,Reuters
2022-12-21,HUL major event 156,Negative,3,Reuters
2022-12-28,HUL major event 157,Positive,6,Economic Times
2023-01-04,HUL major event 158,Neutral,7,Moneycontrol
2023-01-11,HUL major event 159,Positive,4,Moneycontrol
2023-01-18,HUL major event 160,Positive,7,Reuters
2023-01-25,HUL major event 161,Neutral,8,Moneycontrol
2023-02-01,HUL major event 162,Negative,1,Bloomberg
2023-02-08,HUL major event 163,Positive,8,Bloomberg
2023-02-15,HUL major event 164,Positive,7,Reuters
2023-02-22,HUL major event 165,Negative,8,Economic Times
2023-03-01,HUL major event 166,Negative,1,Moneycontrol
2023-03-08,HUL major event 167,Positive,4,Economic Times
2023-03-15,HUL major event 168,Positive,6,Economic Times
2023-03-22,HUL major event 169,Negative,4,Economic Times
2023-03-29,HUL major event 170,Positive,3,Economic Times
2023-04-05,HUL major event 171,Positive,3,Reuters
2023-04-12,HUL major event 172,Neutral,6,Economic Times
2023-04-19,HUL major event 173,Negative,7,Economic Times
2023-04-26,HUL major event 174,Positive,6,Economic Times
2023-05-03,HUL major event 175,Positive,3,Economic Times
2023-05-10,HUL major event 176,Neutral,10,Reuters
2023-05-17,HUL major event 177,Neutral,5,Reuters
2023-05-24,HUL major event 178,Neutral,1,Bloomberg
2023-05-31,HUL major event 179,Positive,2,Reuters
2023-06-07,HUL major event 180,Negative,8,Moneycontrol
2023-06-14,HUL major event 181,Negative,8,Reuters
2023-06-21,HUL major event 182,Neutral,9,Reuters
2023-06-28,HUL major event 183,Negative,10,Bloomberg
2023-07-05,HUL major event 184,Neutral,9,Reuters
2023-07-12,HUL major event 185,Positive,3,Reuters
2023-07-19,HUL major event 186,Positive,7,Moneycontrol
2023-07-26,HUL major event 187,Positive,3,Moneycontrol
2023-08-02,HUL major event 188,Neutral,2,Reuters
2023-08-09,HUL major event 189,Positive,3,Moneycontrol
2023-08-16,HUL major event 190,Positive,6,Reuters
2023-08-23,HUL major event 191,Positive,2,Economic Times
2023-08-30,HUL major event 192,Positive,3,Moneycontrol
2023-09-06,HUL major event 193,Positive,1,Economic Times
2023-09-13,HUL major event 194,Negative,2,Bloomberg
2023-09-20,HUL major event 195,Neutral,2,Reuters
2023-09-27,HUL major event 196,Positive,8,Moneycontrol
2023-10-04,HUL major event 197,Negative,8,Economic Times
2023-10-11,HUL major event 198,Positive,4,Reuters
2023-10-18,HUL major event 199,Neutral,3,Bloomberg
2023-10-25,HUL major event 200,Neutral,1,Bloomberg
2023-11-01,HUL major event 201,Neutral,6,Economic Times
2023-11-08,HUL major event 202,Negative,4,Moneycontrol
2023-11-15,HUL major event 203,Neutral,2,Moneycontrol
2023-11-22,HUL major event 204,Neutral,3,Economic Times
2023-11-29,HUL major event 205,Negative,6,Reuters
2023-12-06,HUL major event 206,Negative,9,Reuters
2023-12-13,HUL major event 207,Neutral,7,Reuters
2023-12-20,HUL major event 208,Positive,8,Bloomberg
2023-12-27,HUL major event 209,Neutral,7,Economic Times
2024-01-03,HUL major event 210,Negative,7,Bloomberg
2024-01-10,HUL major event 211,Positive,8,Moneycontrol
2024-01-17,HUL major event 212,Negative,9,Reuters
2024-01-24,HUL major event 213,Neutral,1,Economic Times
2024-01-31,HUL major event 214,Positive,1,Moneycontrol
2024-02-07,HUL major event 215,Positive,9,Bloomberg
2024-02-14,HUL major event 216,Neutral,1,Bloomberg
2024-02-21,HUL major event 217,Positive,7,Bloomberg
2024-02-28,HUL major event 218,Positive,3,Bloomberg
2024-03-06,HUL major event 219,Negative,10,Reuters
2024-03-13,HUL major event 220,Positive,5,Moneycontrol
2024-03-20,HUL major event 221,Negative,1,Moneycontrol
2024-03-27,HUL major event 222,Positive,5,Moneycontrol
2024-04-03,HUL major event 223,Positive,1,Moneycontrol
2024-04-10,HUL major event 224,Negative,9,Bloomberg
2024-04-17,HUL major event 225,Neutral,6,Economic Times
2024-04-24,HUL major event 226,Neutral,8,Bloomberg
2024-05-01,HUL major event 227,Positive,10,Bloomberg
2024-05-08,HUL major event 228,Neutral,10,Bloomberg
2024-05-15,HUL major event 229,Neutral,10,Moneycontrol
2024-05-22,HUL major event 230,Negative,9,Bloomberg
2024-05-29,HUL major event 231,Negative,9,Economic Times
2024-06-05,HUL major event 232,Neutral,2,Bloomberg
2024-06-12,HUL major event 233,Neutral,4,Moneycontrol
2024-06-19,HUL major event 234,Positive,6,Bloomberg
2024-06-26,HUL major event 235,Neutral,3,Economic Times
2024-07-03,HUL major event 236,Positive,5,Economic Times
2024-07-10,HUL major event 237,Neutral,8,Moneycontrol
2024-07-17,HUL major event 238,Negative,8,Economic Times
2024-07-24,HUL major event 239,Negative,10,Reuters
2024-07-31,HUL major event 240,Neutral,10,Economic Times
2024-08-07,HUL major event 241,Neutral,8,Economic Times
2024-08-14,HUL major event 242,Positive,5,Economic Times
2024-08-21,HUL major event 243,Negative,2,Bloomberg
2024-08-28,HUL major event 244,Positive,5,Moneycontrol
2024-09-04,HUL major event 245,Neutral,10,Moneycontrol
2024-09-11,HUL major event 246,Neutral,1,Bloomberg
2024-09-18,HUL major event 247,Positive,4,Reuters
2024-09-25,HUL major event 248,Positive,7,Reuters
2024-10-02,HUL major event 249,Neutral,7,Economic Times
2024-10-09,HUL major event 250,Positive,9,Bloomberg
2024-10-16,HUL major event 251,Neutral,7,Moneycontrol
2024-10-23,HUL major event 252,Negative,10,Bloomberg
2024-10-30,HUL major event 253,Positive,2,Moneycontrol
2024-11-06,HUL major event 254,Negative,2,Moneycontrol
2024-11-13,HUL major event 255,Negative,10,Economic Times
2024-11-20,HUL major event 256,Positive,4,Reuters
2024-11-27,HUL major event 257,Negative,1,Moneycontrol
2024-12-04,HUL major event 258,Neutral,6,Bloomberg
2024-12-11,HUL major event 259,Neutral,3,Bloomberg
2024-12-18,HUL major event 260,Negative,3,Reuters
2024-12-25,HUL major event 261,Negative,1,Economic Times
2025-01-01,HUL major event 262,Negative,6,Bloomberg
2025-01-08,HUL major event 263,Positive,9,Reuters
2025-01-15,HUL major event 264,Negative,2,Reuters
2025-01-22,HUL major event 265,Positive,6,Economic Times
2025-01-29,HUL major event 266,Neutral,10,Economic Times
2025-02-05,HUL major event 267,Positive,3,Economic Times
2025-02-12,HUL major event 268,Neutral,3,Economic Times
2025-02-19,HUL major event 269,Positive,6,Economic Times
2025-02-26,HUL major event 270,Positive,9,Economic Times
2025-03-05,HUL major event 271,Neutral,5,Economic Times
2025-03-12,HUL major event 272,Neutral,5,Economic Times
2025-03-19,HUL major event 273,Positive,3,Reuters
2025-03-26,HUL major event 274,Negative,9,Moneycontrol
2025-04-02,HUL major event 275,Neutral,9,Moneycontrol
2025-04-09,HUL major event 276,Negative,5,Reuters
2025-04-16,HUL major event 277,Negative,4,Economic Times
2025-04-23,HUL major event 278,Positive,5,Economic Times
2025-04-30,HUL major event 279,Neutral,4,Reuters
2025-05-07,HUL major event 280,Neutral,6,Economic Times
2025-05-14,HUL major event 281,Positive,3,Bloomberg
2025-05-21,HUL major event 282,Negative,1,Bloomberg
2025-05-28,HUL major event 283,Positive,8,Economic Times
2025-06-04,HUL major event 284,Positive,6,Reuters
2025-06-11,HUL major event 285,Positive,7,Moneycontrol
2025-06-18,HUL major event 286,Positive,2,Moneycontrol
2025-06-25,HUL major event 287,Positive,8,Reuters
2025-07-02,HUL major event 288,Negative,9,Moneycontrol
2025-07-09,HUL major event 289,Neutral,8,Reuters
2025-07-16,HUL major event 290,Positive,6,Economic Times
2025-07-23,HUL major event 291,Positive,6,Bloomberg
2025-07-30,HUL major event 292,Positive,4,Bloomberg
2025-08-06,HUL major event 293,Positive,2,Reuters
2025-08-13,HUL major event 294,Positive,5,Bloomberg
2025-08-20,HUL major event 295,Positive,10,Economic Times
2025-08-27,HUL major event 296,Positive,3,Reuters
2025-09-03,HUL major event 297,Positive,3,Reuters
2025-09-10,HUL major event 298,Neutral,9,Bloomberg
2025-09-17,HUL major event 299,Positive,1,Reuters
2025-09-24,HUL major event 300,Neutral,3,Moneycontrol
