Date,Headline,Sentiment,Impact,Source
2021-06-30,MARUTI major event 79,Neutral,10,Bloomberg
2021-07-07,MARUTI major event 80,Negative,2,Economic Times
2021-07-14,MARUTI major event 81,Neutral,3,Economic Times
2021-07-21,MARUTI major event 82,Positive,5,Moneycontrol
2021-07-28,MARUTI major event 83,Neutral,10,Bloomberg
2021-08-04,MARUTI major event 84,Neutral,9,Reuters
2021-08-11,MARUTI major event 85,Positive,9,Reuters
2021-08-18,MARUTI major event 86,Positive,10,Reuters
2021-08-25,MARUTI major event 87,Negative,5,Bloomberg
2021-09-01,MARUTI major event 88,Positive,10,Bloomberg
2021-09-08,MARUTI major event 89,Neutral,4,Bloomberg
2021-09-15,MARUTI major event 90,Positive,6,Bloomberg
2021-09-22,MARUTI major event 91,Negative,10,Reuters
2021-09-29,MARUTI major event 92,Positive,8,Moneycontrol
2021-10-06,MARUTI major event 93,Positive,9,Bloomberg
2021-10-13,MARUTI major event 94,Neutral,2,Reuters
2021-10-20,MARUTI major event 95,Positive,7,Bloomberg
2021-10-27,MARUTI major event 96,Neutral,2,Economic Times
2021-11-03,MARUTI major event 97,Neutral,1,Economic Times
2021-11-10,MARUTI major event 98,Neutral,9,Reuters
2021-11-17,MARUTI major event 99,Positive,7,Reuters
2021-11-24,MARUTI major event 100,Neutral,9,Reuters
2021-12-01,MARUTI major event 101,Positive,2,Economic Times
2021-12-08,MARUTI major event 102,Negative,3,Moneycontrol
2021-12-15,MARUTI major event 103,Negative,5,Moneycontrol
2021-12-22,MARUTI major event 104,Positive,4,Bloomberg
2021-12-29,MARUTI major event 105,Neutral,9,Economic Times
2022-01-05,MARUTI major event 106,Neutral,2,Reuters
2022-01-12,MARUTI major event 107,Negative,10,Reuters
2022-01-19,MARUTI major event 108,Negative,9,Bloomberg
2022-01-26,MARUTI major event 109,Neutral,4,Moneycontrol
2022-02-02,MARUTI major event 110,Negative,6,Economic Times
2022-02-09,MARUTI major event 111,Positive,6,Moneycontrol
2022-02-16,MARUTI major event 112,Positive,6,Bloomberg
2022-02-23,MARUTI major event 113,Neutral,2,Bloomberg
2022-03-02,MARUTI major event 114,Negative,7,Bloomberg
2022-03-09,MARUTI major event 115,Positive,8,Economic Times
2022-03-16,MARUTI major event 116,Neutral,10,Moneycontrol
2022-03-23,MARUTI major event 117,Negative,4,Moneycontrol
2022-03-30,MARUTI major event 118,Neutral,2,Moneycontrol
2022-04-06,MARUTI major event 119,Positive,3,Reuters
2022-04-13,MARUTI major event 120,Positive,3,Economic Times
2022-04-20,MARUTI major event 121,Neutral,10,Moneycontrol
2022-04-27,MARUTI major event 122,Positive,6,Economic Times
2022-05-04,MARUTI major event 123,Positive,4,Bloomberg
2022-05-11,MARUTI major event 124,Negative,9,Economic Times
2022-05-18,MARUTI major event 125,Positive,1,Economic Times
2022-05-25,MARUTI major event 126,Positive,7,Bloomberg
2022-06-01,MARUTI major event 127,Negative,7,Moneycontrol
2022-06-08,MARUTI major event 128,Neutral,9,Reuters
2022-06-15,MARUTI major event 129,Neutral,2,Reuters
2022-06-22,MARUTI major event 130,Positive,9,Economic Times
2022-06-29,MARUTI major event 131,Negative,4,Reuters
2022-07-06,MARUTI major event 132,Neutral,5,Bloomberg
2022-07-13,MARUTI major event 133,Positive,3,Moneycontrol
2022-07-20,MARUTI major event 134,Positive,1,Economic Times
2022-07-27,MARUTI major event 135,Neutral,3,Moneycontrol
2022-08-03,MARUTI major event 136,Positive,3,Moneycontrol
2022-08-10,MARUTI major event 137,Negative,9,Reuters
2022-08-17,MARUTI major event 138,Positive,5,Moneycontrol
2022-08-24,MARUTI major event 139,Positive,7,Bloomberg
2022-08-31,MARUTI major event 140,Neutral,10,Economic Times
2022-09-07,MARUTI major event 141,Neutral,2,Reuters
2022-09-14,MARUTI major event 142,Neutral,9,Bloomberg
2022-09-21,MARUTI major event 143,Positive,9,Moneycontrol
2022-09-28,MARUTI major event 144,Neutral,6,Bloomberg
2022-10-05,MARUTI major event 145,Neutral,7,Moneycontrol
2022-10-12,MARUTI major event 146,Neutral,2,Moneycontrol
2022-10-19,MARUTI major event 147,Negative,9,Reuters
2022-10-26,MARUTI major event 148,Positive,7,Bloomberg
2022-11-02,MARUTI major event 149,Positive,10,Bloomberg
2022-11-09,MARUTI major event 150,Negative,1,Moneycontrol
2022-11-16,MARUTI major event 151,Positive,7,Economic Times
2022-11-23,MARUTI major event 152,Positive,9,Reuters
2022-11-30,MARUTI major event 153,Neutral,8,Moneycontrol
2022-12-07,MARUTI major event 154,Neutral,5,Economic Times
2022-12-14,MARUTI major event 155,Neutral,5,Moneycontrol
2022-12-21,MARUTI major event 156,Positive,2,Moneycontrol
2022-12-28,MARUTI major event 157,Positive,5,Moneycontrol
2023-01-04,MARUTI major event 158,Positive,5,Bloomberg
2023-01-11,MARUTI major event 159,Neutral,2,Economic Times
2023-01-18,MARUTI major event 160,Neutral,7,Economic Times
2023-01-25,MARUTI major event 161,Positive,8,Bloomberg
2023-02-01,MARUTI major event 162,Negative,9,Economic Times
2023-02-08,MARUTI major event 163,Positive,8,Economic Times
2023-02-15,MARUTI major event 164,Negative,10,Moneycontrol
2023-02-22,MARUTI major event 165,Negative,8,Reuters
2023-03-01,MARUTI major event 166,Positive,5,Economic Times
2023-03-08,MARUTI major event 167,Positive,2,Economic Times
2023-03-15,MARUTI major event 168,Neutral,1,Moneycontrol
2023-03-22,MARUTI major event 169,Positive,9,Moneycontrol
2023-03-29,MARUTI major event 170,Neutral,8,Reuters
2023-04-05,MARUTI major event 171,Neutral,2,Moneycontrol
2023-04-12,MARUTI major event 172,Positive,1,Reuters
2023-04-19,MARUTI major event 173,Negative,5,Economic Times
2023-04-26,MARUTI major event 174,Neutral,9,Moneycontrol
2023-05-03,MARUTI major event 175,Positive,2,Bloomberg
2023-05-10,MARUTI major event 176,Neutral,1,Moneycontrol
2023-05-17,MARUTI major event 177,Neutral,10,Moneycontrol
2023-05-24,MARUTI major event 178,Neutral,1,Moneycontrol
2023-05-31,MARUTI major event 179,Negative,4,Economic Times
2023-06-07,MARUTI major event 180,Negative,1,Economic Times
2023-06-14,MARUTI major event 181,Positive,5,Reuters
2023-06-21,MARUTI major event 182,Negative,4,Bloomberg
2023-06-28,MARUTI major event 183,Neutral,1,Reuters
2023-07-05,MARUTI major event 184,Positive,6,Reuters
2023-07-12,MARUTI major event 185,Negative,8,Moneycontrol
2023-07-19,MARUTI major event 186,Negative,8,Bloomberg
2023-07-26,MARUTI major event 187,Negative,10,Reuters
2023-08-02,MARUTI major event 188,Positive,5,Economic Times
2023-08-09,MARUTI major event 189,Positive,3,Moneycontrol
2023-08-16,MARUTI major event 190,Neutral,6,Bloomberg
2023-08-23,MARUTI major event 191,Neutral,6,Economic Times
2023-08-30,MARUTI major event 192,Neutral,7,Bloomberg
2023-09-06,MARUTI major event 193,Positive,1,Reuters
2023-09-13,MARUTI major event 194,Negative,8,Moneycontrol
2023-09-20,MARUTI major event 195,Neutral,10,Economic Times
2023-09-27,MARUTI major event 196,Neutral,1,Moneycontrol
2023-10-04,MARUTI major event 197,Positive,3,Reuters
2023-10-11,MARUTI major event 198,Negative,2,Bloomberg
2023-10-18,MARUTI major event 199,Positive,10,Bloomberg
2023-10-25,MARUTI major event 200,Negative,10,Reuters
2023-11-01,MARUTI major event 201,Positive,8,Economic Times
2023-11-08,MARUTI major event 202,Positive,2,Bloomberg
2023-11-15,MARUTI major event 203,Neutral,5,Reuters
2023-11-22,MARUTI major event 204,Neutral,2,Bloomberg
2023-11-29,MARUTI major event 205,Neutral,7,Bloomberg
2023-12-06,MARUTI major event 206,Positive,9,Moneycontrol
2023-12-13,MARUTI major event 207,Neutral,7,Bloomberg
2023-12-20,MARUTI major event 208,Negative,2,Reuters
2023-12-27,MARUTI major event 209,Positive,4,Moneycontrol
2024-01-03,MARUTI major event 210,Positive,6,Reuters
2024-01-10,MARUTI major event 211,Positive,1,Economic Times
2024-01-17,MARUTI major event 212,Positive,7,Moneycontrol
2024-01-24,MARUTI major event 213,Neutral,8,Economic Times
2024-01-31,MARUTI major event 214,Neutral,10,Bloomberg
2024-02-07,MARUTI major event 215,Negative,1,Moneycontrol
2024-02-14,MARUTI major event 216,Negative,1,Reuters
2024-02-21,MARUTI major event 217,Neutral,2,Bloomberg
2024-02-28,MARUTI major event 218,Neutral,2,Bloomberg
2024-03-06,MARUTI major event 219,Positive,10,Reuters
2024-03-13,MARUTI major event 220,Positive,7,Moneycontrol
2024-03-20,MARUTI major event 221,Neutral,9,Economic Times
2024-03-27,MARUTI major event 222,Negative,4,Bloomberg
2024-04-03,MARUTI major event 223,Neutral,3,Moneycontrol
2024-04-10,MARUTI major event 224,Neutral,2,Reuters
2024-04-17,MARUTI major event 225,Positive,7,Economic Times
2024-04-24,MARUTI major event 226,Positive,1,Bloomberg
2024-05-01,MARUTI major event 227,Negative,2,Moneycontrol
2024-05-08,MARUTI major event 228,Neutral,4,Bloomberg
2024-05-15,MARUTI major event 229,Negative,10,Reuters
2024-05-22,MARUTI major event 230,Neutral,2,Economic Times
2024-05-29,MARUTI major event 231,Negative,1,Bloomberg
2024-06-05,MARUTI major event 232,Positive,10,Reuters
2024-06-12,MARUTI major event 233,Neutral,3,Moneycontrol
2024-06-19,MARUTI major event 234,Negative,8,Economic Times
2024-06-26,MARUTI major event 235,Neutral,2,Economic Times
2024-07-03,MARUTI major event 236,Negative,6,Bloomberg
2024-07-10,MARUTI major event 237,Neutral,8,Bloomberg
2024-07-17,MARUTI major event 238,Neutral,8,Reuters
2024-07-24,MARUTI major event 239,Negative,9,Moneycontrol
2024-07-31,MARUTI major event 240,Neutral,6,Economic Times
2024-08-07,MARUTI major event 241,Neutral,8,Bloomberg
2024-08-14,MARUTI major event 242,Negative,2,Moneycontrol
2024-08-21,MARUTI major event 243,Positive,5,Reuters
2024-08-28,MARUTI major event 244,Positive,9,Bloomberg
2024-09-04,MARUTI major event 245,Negative,2,Moneycontrol
2024-09-11,MARUTI major event 246,Negative,10,Bloomberg
2024-09-18,MARUTI major event 247,Positive,10,Bloomberg
2024-09-25,MARUTI major event 248,Neutral,5,Moneycontrol
2024-10-02,MARUTI major event 249,Neutral,1,Economic Times
2024-10-09,MARUTI major event 250,Negative,2,Bloomberg
2024-10-16,MARUTI major event 251,Negative,9,Economic Times
2024-10-23,MARUTI major event 252,Positive,5,Bloomberg
2024-10-30,MARUTI major event 253,Negative,5,Economic Times
2024-11-06,MARUTI major event 254,Neutral,7,Moneycontrol
2024-11-13,MARUTI major event 255,Neutral,4,Bloomberg
2024-11-20,MARUTI major event 256,Positive,8,Reuters
2024-11-27,MARUTI major event 257,Positive,5,Moneycontrol
2024-12-04,MARUTI major event 258,Positive,5,Moneycontrol
2024-12-11,MARUTI major event 259,Neutral,9,Economic Times
2024-12-18,MARUTI major event 260,Negative,3,Reuters
2024-12-25,MARUTI major event 261,Positive,3,Reuters
2025-01-01,MARUTI major event 262,Neutral,10,Bloomberg
2025-01-08,MARUTI major event 263,Neutral,6,Reuters
2025-01-15,MARUTI major event 264,Positive,6,Moneycontrol
2025-01-22,MARUTI major event 265,Negative,1,Reuters
2025-01-29,MARUTI major event 266,Neutral,2,Bloomberg
2025-02-05,MARUTI major event 267,Positive,4,Economic Times
2025-02-12,MARUTI major event 268,Neutral,1,Economic Times
2025-02-19,MARUTI major event 269,Neutral,2,Economic Times
2025-02-26,MARUTI major event 270,Negative,1,Bloomberg
2025-03-05,MARUTI major event 271,Negative,7,Economic Times
2025-03-12,MARUTI major event 272,Negative,1,Moneycontrol
2025-03-19,MARUTI major event 273,Neutral,8,Reuters
2025-03-26,MARUTI major event 274,Neutral,2,Economic Times
2025-04-02,MARUTI major event 275,Positive,4,Economic Times
2025-04-09,MARUTI major event 276,Negative,4,Bloomberg
2025-04-16,MARUTI major event 277,Neutral,2,Reuters
2025-04-23,MARUTI major event 278,Positive,2,Economic Times
2025-04-30,MARUTI major event 279,Neutral,10,Moneycontrol
2025-05-07,MARUTI major event 280,Positive,8,Bloomberg
2025-05-14,MARUTI major event 281,Neutral,7,Moneycontrol
2025-05-21,MARUTI major event 282,Neutral,7,Bloomberg
2025-05-28,MARUTI major event 283,Neutral,7,Reuters
2025-06-04,MARUTI major event 284,Neutral,6,Moneycontrol
2025-06-11,MARUTI major event 285,Negative,10,Economic Times
2025-06-18,MARUTI major event 286,Positive,4,Moneycontrol
2025-06-25,MARUTI major event 287,Positive,3,Reuters
2025-07-02,MARUTI major event 288,Neutral,5,Moneycontrol
2025-07-09,MARUTI major event 289,Neutral,9,Bloomberg
2025-07-16,MARUTI major event 290,Negative,6,Reuters
2025-07-23,MARUTI major event 291,Negative,3,Bloomberg
2025-07-30,MARUTI major event 292,Negative,6,Moneycontrol
2025-08-06,MARUTI major event 293,Positive,1,Bloomberg
2025-08-13,MARUTI major event 294,Negative,9,Bloomberg
2025-08-20,MARUTI major event 295,Negative,5,Moneycontrol
2025-08-27,MARUTI major event 296,Positive,7,Economic Times
2025-09-03,MARUTI major event 297,Positive,9,Bloomberg
2025-09-10,MARUTI major event 298,Neutral,6,Moneycontrol
2025-09-17,MARUTI major event 299,Positive,7,Reuters
2025-09-24,MARUTI major event 300,Neutral,4,Reuters
