Date,Headline,Sentiment,Impact,Source
2021-06-02,SBI major event 75,Positive,4,Bloomberg
2021-06-09,SBI major event 76,Negative,2,Reuters
2021-06-16,SBI major event 77,Positive,10,Reuters
2021-06-23,SBI major event 78,Neutral,4,Bloomberg
2021-06-30,SBI major event 79,Neutral,8,Bloomberg
2021-07-07,SBI major event 80,Neutral,8,Bloomberg
2021-07-14,SBI major event 81,Negative,6,Bloomberg
2021-07-21,SBI major event 82,Negative,1,Reuters
2021-07-28,SBI major event 83,Positive,10,Reuters
2021-08-04,SBI major event 84,Positive,8,Moneycontrol
2021-08-11,SBI major event 85,Negative,10,Moneycontrol
2021-08-18,SBI major event 86,Neutral,9,Bloomberg
2021-08-25,SBI major event 87,Negative,6,Reuters
2021-09-01,SBI major event 88,Neutral,10,Reuters
2021-09-08,SBI major event 89,Negative,3,Economic Times
2021-09-15,SBI major event 90,Neutral,7,Moneycontrol
2021-09-22,SBI major event 91,Positive,7,Moneycontrol
2021-09-29,SBI major event 92,Positive,10,Bloomberg
2021-10-06,SBI major event 93,Negative,6,Reuters
2021-10-13,SBI major event 94,Neutral,7,Economic Times
2021-10-20,SBI major event 95,Positive,2,Economic Times
2021-10-27,SBI major event 96,Negative,7,Bloomberg
2021-11-03,SBI major event 97,Negative,7,Economic Times
2021-11-10,SBI major event 98,Positive,7,Economic Times
2021-11-17,SBI major event 99,Negative,2,Reuters
2021-11-24,SBI major event 100,Positive,3,Reuters
2021-12-01,SBI major event 101,Neutral,7,Economic Times
2021-12-08,SBI major event 102,Negative,3,Economic Times
2021-12-15,SBI major event 103,Positive,8,Moneycontrol
2021-12-22,SBI major event 104,Neutral,3,Economic Times
2021-12-29,SBI major event 105,Positive,9,Reuters
2022-01-05,SBI major event 106,Positive,6,Economic Times
2022-01-12,SBI major event 107,Negative,1,Moneycontrol
2022-01-19,SBI major event 108,Positive,1,Reuters
2022-01-26,SBI major event 109,Neutral,6,Reuters
2022-02-02,SBI major event 110,Negative,10,Moneycontrol
2022-02-09,SBI major event 111,Positive,4,Reuters
2022-02-16,SBI major event 112,Neutral,10,Moneycontrol
2022-02-23,SBI major event 113,Negative,8,Bloomberg
2022-03-02,SBI major event 114,Positive,10,Moneycontrol
2022-03-09,SBI major event 115,Negative,2,Moneycontrol
2022-03-16,SBI major event 116,Negative,9,Moneycontrol
2022-03-23,SBI major event 117,Neutral,8,Economic Times
2022-03-30,SBI major event 118,Negative,2,Economic Times
2022-04-06,SBI major event 119,Positive,9,Moneycontrol
2022-04-13,SBI major event 120,Positive,6,Economic Times
2022-04-20,SBI major event 121,Negative,7,Reuters
2022-04-27,SBI major event 122,Positive,6,Moneycontrol
2022-05-04,SBI major event 123,Negative,4,Bloomberg
2022-05-11,SBI major event 124,Positive,8,Bloomberg
2022-05-18,SBI major event 125,Negative,4,Bloomberg
2022-05-25,SBI major event 126,Positive,6,Moneycontrol
2022-06-01,SBI major event 127,Negative,5,Bloomberg
2022-06-08,SBI major event 128,Neutral,10,Moneycontrol
2022-06-15,SBI major event 129,Positive,5,Bloomberg
2022-06-22,SBI major event 130,Positive,9,Bloomberg
2022-06-29,SBI major event 131,Negative,10,Bloomberg
2022-07-06,SBI major event 132,Positive,7,Reuters
2022-07-13,SBI major event 133,Positive,7,Bloomberg
2022-07-20,SBI major event 134,Negative,9,Reuters
2022-07-27,SBI major event 135,Negative,2,Bloomberg
2022-08-03,SBI major event 136,Negative,2,Moneycontrol
2022-08-10,SBI major event 137,Negative,4,Economic Times
2022-08-17,SBI major event 138,Negative,4,Reuters
2022-08-24,SBI major event 139,Positive,8,Bloomberg
2022-08-31,SBI major event 140,Negative,5,Economic Times
2022-09-07,SBI major event 141,Positive,10,Economic Times
2022-09-14,SBI major event 142,Positive,5,Reuters
2022-09-21,SBI major event 143,Negative,3,Reuters
2022-09-28,SBI major event 144,Neutral,3,Bloomberg
2022-10-05,SBI major event 145,Positive,5,Economic Times
2022-10-12,SBI major event 146,Positive,6,Reuters
2022-10-19,SBI major event 147,Negative,10,Economic Times
2022-10-26,SBI major event 148,Positive,5,Bloomberg
2022-11-02,SBI major event 149,Positive,3,Bloomberg
2022-11-09,SBI major event 150,Neutral,2,Moneycontrol
2022-11-16,SBI major event 151,Positive,8,Reuters
2022-11-23,SBI major event 152,Neutral,10,Reuters
2022-11-30,SBI major event 153,Neutral,4,Reuters
2022-12-07,SBI major event 154,Neutral,3,Economic Times
2022-12-14,SBI major event 155,Positive,3,Bloomberg
2022-12-21,SBI major event 156,Neutral,6,Bloomberg
2022-12-28,SBI major event 157,Neutral,7,Reuters
2023-01-04,SBI major event 158,Positive,1,Economic Times
2023-01-11,SBI major event 159,Positive,6,Reuters
2023-01-18,SBI major event 160,Neutral,5,Reuters
2023-01-25,SBI major event 161,Neutral,6,Economic Times
2023-02-01,SBI major event 162,Positive,6,Economic Times
2023-02-08,SBI major event 163,Neutral,5,Moneycontrol
2023-02-15,SBI major event 164,Positive,9,Reuters
2023-02-22,SBI major event 165,Negative,7,Reuters
2023-03-01,SBI major event 166,Negative,3,Moneycontrol
2023-03-08,SBI major event 167,Negative,3,Economic Times
2023-03-15,SBI major event 168,Neutral,3,Moneycontrol
2023-03-22,SBI major event 169,Positive,4,Reuters
2023-03-29,SBI major event 170,Neutral,7,Reuters
2023-04-05,SBI major event 171,Negative,7,Bloomberg
2023-04-12,SBI major event 172,Positive,7,Bloomberg
2023-04-19,SBI major event 173,Neutral,8,Reuters
2023-04-26,SBI major event 174,Neutral,1,Economic Times
2023-05-03,SBI major event 175,Positive,5,Moneycontrol
2023-05-10,SBI major event 176,Negative,9,Reuters
2023-05-17,SBI major event 177,Negative,9,Reuters
2023-05-24,SBI major event 178,Neutral,7,Moneycontrol
2023-05-31,SBI major event 179,Neutral,3,Economic Times
2023-06-07,SBI major event 180,Negative,3,Reuters
2023-06-14,SBI major event 181,Neutral,6,Moneycontrol
2023-06-21,SBI major event 182,Neutral,10,Bloomberg
2023-06-28,SBI major event 183,Neutral,2,Bloomberg
2023-07-05,SBI major event 184,Positive,2,Economic Times
2023-07-12,SBI major event 185,Positive,4,Moneycontrol
2023-07-19,SBI major event 186,Positive,5,Bloomberg
2023-07-26,SBI major event 187,Negative,1,Bloomberg
2023-08-02,SBI major event 188,Positive,4,Bloomberg
2023-08-09,SBI major event 189,Positive,9,Moneycontrol
2023-08-16,SBI major event 190,Positive,10,Bloomberg
2023-08-23,SBI major event 191,Neutral,6,Moneycontrol
2023-08-30,SBI major event 192,Neutral,9,Economic Times
2023-09-06,SBI major event 193,Negative,2,Reuters
2023-09-13,SBI major event 194,Neutral,8,Economic Times
2023-09-20,SBI major event 195,Negative,7,Economic Times
2023-09-27,SBI major event 196,Positive,2,Moneycontrol
2023-10-04,SBI major event 197,Positive,7,Reuters
2023-10-11,SBI major event 198,Positive,10,Reuters
2023-10-18,SBI major event 199,Neutral,2,Economic Times
2023-10-25,SBI major event 200,Neutral,10,Moneycontrol
2023-11-01,SBI major event 201,Neutral,4,Bloomberg
2023-11-08,SBI major event 202,Positive,2,Moneycontrol
2023-11-15,SBI major event 203,Negative,1,Bloomberg
2023-11-22,SBI major event 204,Positive,4,Moneycontrol
2023-11-29,SBI major event 205,Neutral,3,Bloomberg
2023-12-06,SBI major event 206,Positive,5,Economic Times
2023-12-13,SBI major event 207,Positive,7,Bloomberg
2023-12-20,SBI major event 208,Positive,4,Bloomberg
2023-12-27,SBI major event 209,Neutral,6,Reuters
2024-01-03,SBI major event 210,Neutral,8,Moneycontrol
2024-01-10,SBI major event 211,Positive,4,Economic Times
2024-01-17,SBI major event 212,Positive,8,Bloomberg
2024-01-24,SBI major event 213,Neutral,5,Bloomberg
2024-01-31,SBI major event 214,Negative,10,Bloomberg
2024-02-07,SBI major event 215,Positive,6,Economic Times
2024-02-14,SBI major event 216,Positive,10,Reuters
2024-02-21,SBI major event 217,Negative,10,Reuters
2024-02-28,SBI major event 218,Positive,8,Reuters
2024-03-06,SBI major event 219,Negative,7,Bloomberg
2024-03-13,SBI major event 220,Neutral,9,Economic Times
2024-03-20,SBI major event 221,Neutral,1,Economic Times
2024-03-27,SBI major event 222,Negative,2,Moneycontrol
2024-04-03,SBI major event 223,Negative,9,Bloomberg
2024-04-10,SBI major event 224,Neutral,3,Moneycontrol
2024-04-17,SBI major event 225,Positive,2,Reuters
2024-04-24,SBI major event 226,Negative,1,Bloomberg
2024-05-01,SBI major event 227,Negative,9,Reuters
2024-05-08,SBI major event 228,Negative,2,Economic Times
2024-05-15,SBI major event 229,Positive,6,Reuters
2024-05-22,SBI major event 230,Negative,4,Bloomberg
2024-05-29,SBI major event 231,Positive,9,Bloomberg
2024-06-05,SBI major event 232,Negative,2,Moneycontrol
2024-06-12,SBI major event 233,Neutral,9,Economic Times
2024-06-19,SBI major event 234,Neutral,7,Reuters
2024-06-26,SBI major event 235,Positive,1,Bloomberg
2024-07-03,SBI major event 236,Positive,4,Bloomberg
2024-07-10,SBI major event 237,Positive,7,Economic Times
2024-07-17,SBI major event 238,Negative,4,Bloomberg
2024-07-24,SBI major event 239,Positive,1,Reuters
2024-07-31,SBI major event 240,Positive,1,Economic Times
2024-08-07,SBI major event 241,Positive,3,Moneycontrol
2024-08-14,SBI major event 242,Neutral,10,Moneycontrol
2024-08-21,SBI major event 243,Neutral,1,Moneycontrol
2024-08-28,SBI major event 244,Negative,8,Moneycontrol
2024-09-04,SBI major event 245,Negative,10,Moneycontrol
2024-09-11,SBI major event 246,Negative,1,Reuters
2024-09-18,SBI major event 247,Neutral,8,Economic Times
2024-09-25,SBI major event 248,Positive,5,Moneycontrol
2024-10-02,SBI major event 249,Positive,6,Bloomberg
2024-10-09,SBI major event 250,Neutral,3,Bloomberg
2024-10-16,SBI major event 251,Neutral,4,Reuters
2024-10-23,SBI major event 252,Negative,4,Bloomberg
2024-10-30,SBI major event 253,Positive,6,Bloomberg
2024-11-06,SBI major event 254,Positive,4,Bloomberg
2024-11-13,SBI major event 255,Negative,10,Reuters
2024-11-20,SBI major event 256,Neutral,5,Bloomberg
2024-11-27,SBI major event 257,Positive,2,Economic Times
2024-12-04,SBI major event 258,Positive,2,Moneycontrol
2024-12-11,SBI major event 259,Neutral,1,Economic Times
2024-12-18,SBI major event 260,Positive,7,Moneycontrol
2024-12-25,SBI major event 261,Negative,9,Moneycontrol
2025-01-01,SBI major event 262,Positive,3,Reuters
2025-01-08,SBI major event 263,Neutral,2,Reuters
2025-01-15,SBI major event 264,Negative,3,Reuters
2025-01-22,SBI major event 265,Negative,1,Moneycontrol
2025-01-29,SBI major event 266,Neutral,10,Moneycontrol
2025-02-05,SBI major event 267,Positive,7,Economic Times
2025-02-12,SBI major event 268,Negative,4,Bloomberg
2025-02-19,SBI major event 269,Negative,3,Bloomberg
2025-02-26,SBI major event 270,Negative,2,Economic Times
2025-03-05,SBI major event 271,Positive,4,Bloomberg
2025-03-12,SBI major event 272,Neutral,5,Reuters
2025-03-19,SBI major event 273,Negative,4,Reuters
2025-03-26,SBI major event 274,Negative,9,Moneycontrol
2025-04-02,SBI major event 275,Neutral,7,Economic Times
2025-04-09,SBI major event 276,Neutral,4,Economic Times
2025-04-16,SBI major event 277,Neutral,6,Moneycontrol
2025-04-23,SBI major event 278,Positive,6,Reuters
2025-04-30,SBI major event 279,Neutral,3,Bloomberg
2025-05-07,SBI major event 280,Positive,2,Bloomberg
2025-05-14,SBI major event 281,Positive,3,Bloomberg
2025-05-21,SBI major event 282,Positive,3,Reuters
2025-05-28,SBI major event 283,Neutral,4,Moneycontrol
2025-06-04,SBI major event 284,Positive,1,Bloomberg
2025-06-11,SBI major event 285,Negative,1,Economic Times
2025-06-18,SBI major event 286,Positive,1,Reuters
2025-06-25,SBI major event 287,Positive,6,Moneycontrol
2025-07-02,SBI major event 288,Negative,4,Economic Times
2025-07-09,SBI major event 289,Positive,3,Bloomberg
2025-07-16,SBI major event 290,Negative,9,Reuters
2025-07-23,SBI major event 291,Neutral,7,Moneycontrol
2025-07-30,SBI major event 292,Negative,5,Reuters
2025-08-06,SBI major event 293,Neutral,9,Economic Times
2025-08-13,SBI major event 294,Negative,3,Moneycontrol
2025-08-20,SBI major event 295,Neutral,6,Bloomberg
2025-08-27,SBI major event 296,Positive,9,Bloomberg
2025-09-03,SBI major event 297,Neutral,10,Bloomberg
2025-09-10,SBI major event 298,Neutral,4,Bloomberg
2025-09-17,SBI major event 299,Positive,4,Reuters
2025-09-24,SBI major event 300,Negative,8,Moneycontrol
