Date,Headline,Sentiment,Impact,Source
2024-05-08,BPCL major event 228,Negative,1,Reuters
2024-05-15,BPCL major event 229,Neutral,2,Moneycontrol
2024-05-22,BPCL major event 230,Negative,3,Reuters
2024-05-29,BPCL major event 231,Neutral,7,Economic Times
2024-06-05,BPCL major event 232,Negative,7,Bloomberg
2024-06-12,BPCL major event 233,Positive,10,Bloomberg
2024-06-19,BPCL major event 234,Neutral,5,Moneycontrol
2024-06-26,BPCL major event 235,Negative,3,Bloomberg
2024-07-03,BPCL major event 236,Neutral,2,Reuters
2024-07-10,BPCL major event 237,Neutral,8,Bloomberg
2024-07-17,BPCL major event 238,Negative,3,Bloomberg
2024-07-24,BPCL major event 239,Positive,5,Reuters
2024-07-31,BPCL major event 240,Positive,7,Moneycontrol
2024-08-07,BPCL major event 241,Negative,7,Moneycontrol
2024-08-14,BPCL major event 242,Negative,1,Bloomberg
2024-08-21,BPCL major event 243,Negative,4,Bloomberg
2024-08-28,BPCL major event 244,Positive,4,Moneycontrol
2024-09-04,BPCL major event 245,Negative,2,Bloomberg
2024-09-11,BPCL major event 246,Neutral,2,Moneycontrol
2024-09-18,BPCL major event 247,Positive,9,Moneycontrol
2024-09-25,BPCL major event 248,Neutral,2,Moneycontrol
2024-10-02,BPCL major event 249,Neutral,4,Moneycontrol
2024-10-09,BPCL major event 250,Positive,8,Bloomberg
2024-10-16,BPCL major event 251,Neutral,8,Moneycontrol
2024-10-23,BPCL major event 252,Neutral,4,Reuters
2024-10-30,BPCL major event 253,Neutral,5,Moneycontrol
2024-11-06,BPCL major event 254,Negative,3,Economic Times
2024-11-13,BPCL major event 255,Negative,6,Economic Times
2024-11-20,BPCL major event 256,Positive,7,Economic Times
2024-11-27,BPCL major event 257,Positive,7,Moneycontrol
2024-12-04,BPCL major event 258,Positive,2,Moneycontrol
2024-12-11,BPCL major event 259,Positive,6,Reuters
2024-12-18,BPCL major event 260,Positive,5,Moneycontrol
2024-12-25,BPCL major event 261,Neutral,1,Moneycontrol
2025-01-01,BPCL major event 262,Positive,2,Bloomberg
2025-01-08,BPCL major event 263,Neutral,4,Moneycontrol
2025-01-15,BPCL major event 264,Neutral,7,Reuters
2025-01-22,BPCL major event 265,Neutral,1,Economic Times
2025-01-29,BPCL major event 266,Positive,4,Reuters
2025-02-05,BPCL major event 267,Neutral,1,Moneycontrol
2025-02-12,BPCL major event 268,Negative,8,Economic Times
2025-02-19,BPCL major event 269,Negative,8,Bloomberg
2025-02-26,BPCL major event 270,Neutral,10,Bloomberg
2025-03-05,BPCL major event 271,Positive,7,Reuters
2025-03-12,BPCL major event 272,Positive,5,Reuters
2025-03-19,BPCL major event 273,Positive,4,Economic Times
2025-03-26,BPCL major event 274,Negative,8,Reuters
2025-04-02,BPCL major event 275,Negative,8,Bloomberg
2025-04-09,BPCL major event 276,Negative,4,Reuters
2025-04-16,BPCL major event 277,Positive,5,Bloomberg
2025-04-23,BPCL major event 278,Negative,1,Moneycontrol
2025-04-30,BPCL major event 279,Neutral,4,Reuters
2025-05-07,BPCL major event 280,Negative,9,Economic Times
2025-05-14,BPCL major event 281,Positive,3,Moneycontrol
2025-05-21,BPCL major event 282,Positive,6,Economic Times
2025-05-28,BPCL major event 283,Negative,3,Reuters
2025-06-04,BPCL major event 284,Negative,9,Moneycontrol
2025-06-11,BPCL major event 285,Neutral,9,Moneycontrol
2025-06-18,BPCL major event 286,Neutral,6,Economic Times
2025-06-25,BPCL major event 287,Positive,2,Reuters
2025-07-02,BPCL major event 288,Negative,4,Economic Times
2025-07-09,BPCL major event 289,Neutral,4,Economic Times
2025-07-16,BPCL major event 290,Neutral,3,Reuters
2025-07-23,BPCL major event 291,Positive,10,Moneycontrol
2025-07-30,BPCL major event 292,Neutral,7,Bloomberg
2025-08-06,BPCL major event 293,Neutral,8,Reuters
2025-08-13,BPCL major event 294,Neutral,6,Moneycontrol
2025-08-20,BPCL major event 295,Neutral,8,Reuters
2025-08-27,BPCL major event 296,Negative,2,Bloomberg
2025-09-03,BPCL major event 297,Negative,3,Bloomberg
2025-09-10,BPCL major event 298,Negative,8,Moneycontrol
2025-09-17,BPCL major event 299,Positive,7,Economic Times
2025-09-24,BPCL major event 300,Positive,1,Moneycontrol
