Date,Headline,Sentiment,Impact,Source
2023-06-28,IRCTC major event 183,Positive,8,Reuters
2023-07-05,IRCTC major event 184,Neutral,1,Economic Times
2023-07-12,IRCTC major event 185,Negative,10,Moneycontrol
2023-07-19,IRCTC major event 186,Negative,10,Moneycontrol
2023-07-26,IRCTC major event 187,Neutral,8,Economic Times
2023-08-02,IRCTC major event 188,Positive,1,Moneycontrol
2023-08-09,IRCTC major event 189,Positive,5,Economic Times
2023-08-16,IRCTC major event 190,Neutral,2,Economic Times
2023-08-23,IRCTC major event 191,Neutral,5,Reuters
2023-08-30,IRCTC major event 192,Positive,7,Reuters
2023-09-06,IRCTC major event 193,Positive,3,Economic Times
2023-09-13,IRCTC major event 194,Neutral,3,Moneycontrol
2023-09-20,IRCTC major event 195,Neutral,1,Bloomberg
2023-09-27,IRCTC major event 196,Neutral,9,Bloomberg
2023-10-04,IRCTC major event 197,Positive,7,Bloomberg
2023-10-11,IRCTC major event 198,Positive,3,Moneycontrol
2023-10-18,IRCTC major event 199,Neutral,8,Economic Times
2023-10-25,IRCTC major event 200,Positive,9,Economic Times
2023-11-01,IRCTC major event 201,Negative,9,Economic Times
2023-11-08,IRCTC major event 202,Positive,2,Economic Times
2023-11-15,IRCTC major event 203,Neutral,8,Bloomberg
2023-11-22,IRCTC major event 204,Positive,8,Reuters
2023-11-29,IRCTC major event 205,Positive,3,Economic Times
2023-12-06,IRCTC major event 206,Neutral,5,Economic Times
2023-12-13,IRCTC major event 207,Positive,1,Reuters
2023-12-20,IRCTC major event 208,Negative,4,Bloomberg
2023-12-27,IRCTC major event 209,Positive,6,Reuters
2024-01-03,IRCTC major event 210,Positive,7,Moneycontrol
2024-01-10,IRCTC major event 211,Negative,2,Moneycontrol
2024-01-17,IRCTC major event 212,Positive,9,Economic Times
2024-01-24,IRCTC major event 213,Neutral,6,Bloomberg
2024-01-31,IRCTC major event 214,Negative,7,Economic Times
2024-02-07,IRCTC major event 215,Neutral,2,Bloomberg
2024-02-14,IRCTC major event 216,Neutral,10,Reuters
2024-02-21,IRCTC major event 217,Neutral,4,Reuters
2024-02-28,IRCTC major event 218,Positive,6,Moneycontrol
2024-03-06,IRCTC major event 219,Negative,1,Moneycontrol
2024-03-13,IRCTC major event 220,Negative,3,Moneycontrol
2024-03-20,IRCTC major event 221,Negative,10,Reuters
2024-03-27,IRCTC major event 222,Negative,10,Economic Times
2024-04-03,IRCTC major event 223,Negative,5,Bloomberg
2024-04-10,IRCTC major event 224,Negative,7,Moneycontrol
2024-04-17,IRCTC major event 225,Positive,5,Bloomberg
2024-04-24,IRCTC major event 226,Neutral,9,Reuters
2024-05-01,IRCTC major event 227,Positive,6,Economic Times
2024-05-08,IRCTC major event 228,Positive,5,Moneycontrol
2024-05-15,IRCTC major event 229,Neutral,5,Moneycontrol
2024-05-22,IRCTC major event 230,Positive,5,Moneycontrol
2024-05-29,IRCTC major event 231,Positive,9,Bloomberg
2024-06-05,IRCTC major event 232,Neutral,1,Moneycontrol
2024-06-12,IRCTC major event 233,Neutral,1,Moneycontrol
2024-06-19,IRCTC major event 234,Positive,5,Reuters
2024-06-26,IRCTC major event 235,Neutral,10,Bloomberg
2024-07-03,IRCTC major event 236,Negative,8,Reuters
2024-07-10,IRCTC major event 237,Neutral,9,Moneycontrol
2024-07-17,IRCTC major event 238,Positive,3,Bloomberg
2024-07-24,IRCTC major event 239,Neutral,3,Bloomberg
2024-07-31,IRCTC major event 240,Negative,5,Economic Times
2024-08-07,IRCTC major event 241,Positive,5,Moneycontrol
2024-08-14,IRCTC major event 242,Positive,5,Moneycontrol
2024-08-21,IRCTC major event 243,Neutral,7,Moneycontrol
2024-08-28,IRCTC major event 244,Positive,5,Bloomberg
2024-09-04,IRCTC major event 245,Negative,4,Reuters
2024-09-11,IRCTC major event 246,Neutral,4,Bloomberg
2024-09-18,IRCTC major event 247,Negative,6,Economic Times
2024-09-25,IRCTC major event 248,Neutral,8,Reuters
2024-10-02,IRCTC major event 249,Negative,2,Bloomberg
2024-10-09,IRCTC major event 250,Positive,4,Economic Times
2024-10-16,IRCTC major event 251,Positive,8,Economic Times
2024-10-23,IRCTC major event 252,Neutral,10,Moneycontrol
2024-10-30,IRCTC major event 253,Negative,3,Moneycontrol
2024-11-06,IRCTC major event 254,Positive,6,Bloomberg
2024-11-13,IRCTC major event 255,Negative,5,Bloomberg
2024-11-20,IRCTC major event 256,Neutral,6,Bloomberg
2024-11-27,IRCTC major event 257,Neutral,2,Economic Times
2024-12-04,IRCTC major event 258,Positive,3,Moneycontrol
2024-12-11,IRCTC major event 259,Negative,9,Economic Times
2024-12-18,IRCTC major event 260,Positive,7,Reuters
2024-12-25,IRCTC major event 261,Positive,4,Bloomberg
2025-01-01,IRCTC major event 262,Neutral,4,Bloomberg
2025-01-08,IRCTC major event 263,Positive,2,Moneycontrol
2025-01-15,IRCTC major event 264,Neutral,6,Moneycontrol
2025-01-22,IRCTC major event 265,Neutral,6,Reuters
2025-01-29,IRCTC major event 266,Neutral,3,Bloomberg
2025-02-05,IRCTC major event 267,Neutral,8,Economic Times
2025-02-12,IRCTC major event 268,Negative,4,Reuters
2025-02-19,IRCTC major event 269,Positive,5,Reuters
2025-02-26,IRCTC major event 270,Positive,3,Moneycontrol
2025-03-05,IRCTC major event 271,Neutral,4,Reuters
2025-03-12,IRCTC major event 272,Neutral,1,Economic Times
2025-03-19,IRCTC major event 273,Neutral,8,Bloomberg
2025-03-26,IRCTC major event 274,Negative,10,Reuters
2025-04-02,IRCTC major event 275,Negative,2,Economic Times
2025-04-09,IRCTC major event 276,Positive,1,Reuters
2025-04-16,IRCTC major event 277,Neutral,7,Reuters
2025-04-23,IRCTC major event 278,Positive,6,Economic Times
2025-04-30,IRCTC major event 279,Positive,6,Reuters
2025-05-07,IRCTC major event 280,Negative,8,Bloomberg
2025-05-14,IRCTC major event 281,Neutral,2,Reuters
2025-05-21,IRCTC major event 282,Neutral,1,Reuters
2025-05-28,IRCTC major event 283,Negative,4,Economic Times
2025-06-04,IRCTC major event 284,Positive,6,Reuters
2025-06-11,IRCTC major event 285,Negative,6,Economic Times
2025-06-18,IRCTC major event 286,Neutral,2,Bloomberg
2025-06-25,IRCTC major event 287,Positive,10,Moneycontrol
2025-07-02,IRCTC major event 288,Neutral,4,Economic Times
2025-07-09,IRCTC major event 289,Negative,8,Economic Times
2025-07-16,IRCTC major event 290,Neutral,1,Moneycontrol
2025-07-23,IRCTC major event 291,Neutral,5,Bloomberg
2025-07-30,IRCTC major event 292,Neutral,8,Economic Times
2025-08-06,IRCTC major event 293,Neutral,4,Reuters
2025-08-13,IRCTC major event 294,Positive,4,Moneycontrol
2025-08-20,IRCTC major event 295,Neutral,9,Moneycontrol
2025-08-27,IRCTC major event 296,Neutral,9,Bloomberg
2025-09-03,IRCTC major event 297,Negative,1,Reuters
2025-09-10,IRCTC major event 298,Negative,1,Reuters
2025-09-17,IRCTC major event 299,Positive,9,Bloomberg
2025-09-24,IRCTC major event 300,Positive,2,Economic Times
